Actinobacteria_Actinomycetales	Bacteroidetes_Bacteroidales	Firmicutes_Bacillales	Firmicutes_Clostridiales	Firmicutes_Erysipelotrichales	Firmicutes_Lactobacillales	Fusobacteria_Fusobacteriales	Proteobacteria_Burkholderiales	Proteobacteria_Campylobacterales	Proteobacteria_Enterobacteriales	Proteobacteria_Legionellales	Proteobacteria_Pseudomonadales	Proteobacteria_Rhizobiales	Tenericutes_Mycoplasmatales
Coleura_afra	0.001	0	0.001	0.047	0	0.082	0.003	0	0.215	0.523	0	0.017	0	0.112
Peropteryx_kappleri	0	0	0	0	0	0.077	0.009	0	0	0.912	0	0.001	0.001	0
Nycteris_arge	0.014	0.015	0.002	0.464	0.065	0.066	0.016	0.003	0	0.315	0	0.027	0.012	0
Nycteris_thebaica	0.005	0	0.01	0.026	0	0.05	0.003	0.001	0	0.902	0	0.002	0.001	0.001
Tupaia_belangeri	0	0.692	0	0.245	0.045	0.001	0.009	0.006	0	0	0	0.001	0	0.001
Nycticebus_pygmaeus	0.001	0.747	0	0.164	0.027	0.002	0.01	0.023	0.024	0.003	0	0	0	0
Varecia_variegata	0	0.46	0.005	0.413	0.043	0	0	0.07	0.003	0.006	0	0.001	0	0
Varecia_rubra	0.066	0.153	0.003	0.298	0.021	0.122	0.016	0.019	0.011	0.195	0	0.094	0.001	0
Lemur_catta	0.006	0.311	0.004	0.312	0.224	0.002	0	0.002	0	0.065	0	0.072	0.001	0.001
Eulemur_rubriventer	0.002	0.544	0.006	0.311	0.073	0.001	0	0.039	0.015	0.002	0	0.001	0.002	0.005
Eulemur_rufus	0	0.423	0	0.544	0.032	0.001	0	0	0	0	0	0	0	0
Propithecus_verreauxi	0	0.467	0	0.413	0.013	0.013	0	0.001	0.003	0.091	0	0	0	0
Saguinus_labiatus	0.005	0.456	0.179	0.153	0.028	0.06	0.056	0.017	0.033	0.004	0.001	0.005	0.001	0
Saguinus_oedipus	0.215	0.319	0.168	0.136	0.041	0.016	0.003	0.012	0.011	0.013	0.003	0.051	0.011	0
Leontopithecus_rosalia	0.01	0.428	0.049	0.251	0.099	0.018	0	0.009	0.01	0.052	0.001	0.072	0	0
Leontopithecus_chrysomelas	0.002	0.266	0.027	0.335	0.033	0.184	0.091	0.019	0.006	0.036	0	0.001	0	0
Callithrix_geoffroyi	0.01	0.46	0.017	0.357	0.01	0.003	0.043	0.017	0.08	0.001	0	0.002	0.001	0
Callithrix_argentata	0.01	0.481	0.002	0.153	0.003	0.242	0.078	0.013	0.015	0.003	0	0.001	0	0
Saimiri_boliviensis	0.001	0.144	0	0.112	0.009	0.063	0.093	0.011	0.423	0.14	0	0.005	0	0
Cebus_apella	0.001	0.256	0.001	0.107	0.024	0.018	0.123	0.019	0.066	0.233	0	0.152	0	0
Lagothrix_lagotricha	0	0.292	0.001	0.678	0.009	0	0	0	0.019	0	0	0	0	0
Ateles_hybridus	0	0.363	0	0.571	0.045	0	0.003	0	0.002	0.001	0	0.015	0	0
Ateles_belzebuth	0	0.604	0	0.357	0.027	0	0	0	0.007	0	0	0.003	0.001	0
Ateles_geoffroyi	0	0.582	0	0.384	0.025	0	0	0.005	0.001	0	0	0.001	0	0
Ateles_fusciceps	0.004	0.283	0.001	0.572	0.104	0.001	0	0.026	0.002	0	0.002	0.005	0	0
Alouatta_pigra	0.001	0.341	0.015	0.556	0.021	0.003	0.001	0.011	0.008	0.041	0	0.001	0	0
Alouatta_palliata	0	0.223	0.003	0.721	0.03	0.001	0	0.004	0.016	0.001	0	0	0	0
Alouatta_caraya	0.013	0.237	0.047	0.651	0.041	0.004	0	0.001	0.004	0.001	0	0	0	0
Alouatta_seniculus	0.001	0.295	0.002	0.638	0.031	0.006	0.001	0.005	0.003	0	0	0.017	0.001	0
Plecturocebus_moloch	0.006	0.279	0.013	0.391	0.125	0.006	0.098	0.01	0.001	0.071	0	0.001	0	0
Pithecia_pithecia	0.038	0.313	0.041	0.276	0.092	0.016	0.04	0.032	0.017	0.052	0.001	0.073	0.009	0.001
Pongo_pygmaeus	0	0.352	0.071	0.47	0.019	0.002	0	0.001	0.063	0.021	0	0.001	0	0
Pongo_abelii	0.001	0.341	0	0.569	0.056	0.002	0	0.001	0.018	0.007	0	0.004	0	0
Pan_troglodytes	0.002	0.259	0.078	0.454	0.153	0.002	0	0.007	0.001	0.043	0	0	0	0
Gorilla_gorilla	0.005	0.325	0.019	0.47	0.047	0.059	0.002	0.006	0.001	0.014	0	0.05	0.001	0
Trachypithecus_francoisi	0	0.227	0	0.751	0.009	0	0	0.003	0.001	0.006	0	0.003	0	0
Trachypithecus_auratus	0	0.198	0.001	0.789	0.004	0.001	0	0.005	0.001	0.001	0	0.001	0	0
Trachypithecus_vetulus	0.001	0.106	0	0.883	0.001	0	0	0.005	0	0.001	0	0.002	0	0
Rhinopithecus_bieti	0	0.321	0.001	0.668	0.003	0.002	0	0.001	0.004	0	0	0	0	0
Rhinopithecus_brelichi	0	0.239	0.001	0.751	0.007	0	0	0.001	0	0	0	0.001	0	0
Rhinopithecus_roxellana	0	0.312	0.001	0.678	0.005	0.001	0	0.001	0.001	0.001	0	0.001	0	0
Pygathrix_nemaeus	0.001	0.221	0.001	0.729	0.005	0	0	0.011	0.002	0.005	0	0.024	0	0
Nasalis_larvatus	0	0.268	0.001	0.712	0.01	0	0	0.005	0.002	0.002	0	0	0	0
Piliocolobus_badius	0	0.252	0.001	0.723	0.009	0	0	0.001	0.003	0.009	0	0.002	0	0
Colobus_guereza	0.002	0.261	0.045	0.601	0.006	0.005	0	0.013	0.001	0.005	0	0.06	0	0
Colobus_angolensis	0	0.375	0.005	0.51	0.021	0	0	0.011	0.002	0.076	0	0	0	0
Macaca_thibetana	0.001	0.245	0	0.721	0.024	0	0	0.008	0	0	0	0	0	0
Theropithecus_gelada	0.002	0.506	0	0.466	0.022	0.001	0	0.002	0.001	0	0	0	0	0
Papio_papio	0.001	0.325	0.009	0.236	0.024	0.307	0	0	0.098	0.001	0	0	0	0
Papio_hamadryas	0	0.288	0.001	0.657	0.048	0.001	0	0.002	0.002	0	0	0.002	0	0
Papio_anubis	0	0.291	0.001	0.632	0.064	0.007	0	0.002	0.001	0.001	0	0.001	0	0
Cercocebus_chrysogaster	0	0.347	0.002	0.542	0.064	0.016	0	0.001	0.028	0.001	0	0	0	0
Cercopithecus_ascanius	0.001	0.312	0.005	0.629	0.035	0.007	0	0.001	0.007	0	0	0.001	0.001	0
Cercopithecus_cephus	0	0.493	0	0.44	0.02	0.029	0	0.002	0.012	0	0	0.004	0	0
Erythrocebus_patas	0.001	0.333	0.004	0.547	0.031	0.081	0	0.002	0.001	0	0	0	0	0
Pronolagus_rupestris	0.001	0.17	0.005	0.815	0.004	0	0	0.002	0	0	0	0	0.001	0
Oryctolagus_cuniculus	0.001	0.251	0.002	0.729	0.011	0	0	0.004	0.001	0.001	0	0.001	0	0
Urocitellus_parryii	0	0.494	0.001	0.493	0.002	0.008	0	0	0.002	0	0	0	0	0
Callosciurus_prevostii	0.002	0.358	0.01	0.29	0.019	0.149	0.02	0.03	0.003	0.118	0	0.001	0.001	0
Pteromys_volans	0.003	0.323	0	0.626	0.01	0.001	0	0.017	0	0.019	0	0.001	0	0
Graphiurus_murinus	0.001	0.08	0	0.118	0.001	0.266	0.178	0.003	0.023	0.267	0	0.064	0	0
Hystrix_africaeaustralis	0	0.3	0.003	0.634	0.014	0	0.002	0.002	0	0.043	0	0	0	0.003
Heterocephalus_glaber	0.001	0.271	0.008	0.207	0.065	0.092	0.004	0.007	0	0.325	0	0.021	0	0
Fukomys_damarensis	0.032	0.146	0.11	0.241	0.064	0.112	0.006	0.008	0	0.263	0.001	0.004	0.011	0
Coendou_prehensilis	0	0.427	0.002	0.338	0.006	0.017	0.001	0.022	0	0.058	0.001	0.128	0	0
Dolichotis_patagonum	0.014	0.215	0.046	0.166	0.005	0.014	0.003	0.001	0.003	0.066	0	0.466	0	0.001
Chinchilla_lanigera	0	0.451	0.003	0.282	0.016	0.071	0	0.001	0.001	0.173	0	0	0	0
Octodon_degus	0.001	0.473	0.001	0.297	0.023	0.001	0.036	0.079	0	0.014	0	0.07	0.005	0
Hylomyscus_denniae	0.002	0.317	0	0.302	0.012	0.015	0.003	0.003	0.331	0.011	0	0.002	0.001	0
Praomys_jacksoni	0.001	0.368	0	0.485	0.009	0.08	0	0.003	0.024	0.007	0	0.011	0.012	0
Grammomys_macmillani	0	0.236	0	0.684	0.012	0.036	0	0.003	0.027	0.002	0	0	0	0
Rhabdomys_pumilio	0.085	0.319	0.062	0.291	0.001	0.002	0	0.102	0.002	0.015	0	0.059	0.06	0
Lophuromys_aquilus	0.005	0.412	0	0.284	0.035	0.244	0	0	0.01	0.005	0	0.002	0.002	0
Hypogeomys_antimena	0	0.431	0.001	0.439	0.032	0.005	0.001	0.007	0.006	0.033	0	0.045	0	0
Macroscelides_proboscideus	0.037	0.414	0.049	0.282	0.039	0.038	0.004	0.031	0	0.041	0.004	0.025	0.038	0
Echinops_telfairi	0	0.582	0.001	0.215	0.012	0.016	0.006	0.011	0	0.156	0	0.001	0	0
Elephas_maximus	0	0.484	0.004	0.472	0.029	0.005	0	0.001	0	0.003	0	0	0	0.001
Loxodonta_africana	0.027	0.541	0.071	0.319	0.033	0.001	0	0.002	0	0.004	0	0	0.002	0.003
Trichechus_manatus	0	0.3	0	0.652	0.027	0.005	0.001	0.008	0	0.006	0	0.003	0	0
Procavia_capensis	0	0.455	0	0.365	0.016	0.006	0.007	0.035	0.002	0.051	0	0.063	0	0
Orycteropus_afer	0.03	0.142	0.12	0.314	0.073	0.075	0.019	0.03	0.001	0.057	0	0.112	0.026	0
Dasypus_novemcinctus	0.014	0.042	0.014	0.501	0.096	0.229	0	0.003	0	0.053	0.007	0.028	0.011	0
Priodontes_maximus	0.04	0.149	0.011	0.601	0.113	0.043	0	0.011	0.001	0.002	0	0.002	0.028	0
Tolypeutes_matacus	0.002	0.389	0.035	0.363	0.056	0.046	0.005	0.019	0.031	0.052	0	0.001	0.001	0
Chaetophractus_vellerosus	0	0.366	0.001	0.547	0.013	0.012	0	0.014	0.02	0.026	0	0	0	0
Euphractus_sexcinctus	0	0.451	0.001	0.39	0.041	0.043	0	0.01	0.041	0.023	0	0	0	0
Zaedyus_pichiy	0.01	0.145	0.454	0.129	0.015	0.048	0.002	0.001	0.001	0.188	0	0.005	0.001	0
Choloepus_didactylus	0.032	0.441	0.003	0.438	0.032	0.005	0	0.004	0.014	0.029	0	0.002	0	0
Choloepus_hoffmanni	0.017	0.516	0.031	0.255	0.041	0	0	0.035	0	0.091	0	0.014	0	0
Myrmecophaga_tridactyla	0.111	0.077	0.218	0.201	0.029	0.088	0.01	0.048	0	0.119	0	0.044	0.055	0
Tamandua_tetradactyla	0.002	0.161	0.001	0.568	0.064	0.147	0.02	0.009	0.009	0.016	0.001	0.003	0.001	0
Macrotis_lagotis	0	0.326	0	0.649	0.005	0.001	0	0.007	0.011	0.001	0	0	0	0
Sarcophilus_harrisii	0	0.138	0.005	0.219	0.002	0	0.118	0	0.01	0.508	0	0	0	0
Lasiorhinus_latifrons	0.012	0.275	0.009	0.551	0.1	0.008	0.001	0.002	0.004	0.002	0	0.037	0	0
Macropus_rufus	0	0.402	0.001	0.551	0.019	0.001	0.001	0.004	0.017	0	0	0	0.001	0.001
Notamacropus_rufogriseus	0.004	0.493	0.01	0.367	0.01	0.002	0	0.001	0.001	0.026	0	0.085	0	0
Notamacropus_parma	0	0.211	0.002	0.753	0.031	0.001	0	0	0.001	0.001	0	0	0	0
Bettongia_penicillata	0.004	0.383	0.213	0.21	0.043	0.004	0.004	0.018	0	0.009	0	0.089	0.024	0
Pseudocheirus_peregrinus	0.016	0.714	0	0.265	0	0.001	0	0.002	0	0	0	0	0.001	0.001
